2017-06-17T21:21:02.000Z,78.8
2017-06-17T21:22:02.000Z,78.91
2017-06-17T21:23:03.000Z,78.69
2017-06-17T21:24:03.000Z,78.69
2017-06-17T21:25:03.000Z,79.03
2017-06-17T21:26:03.000Z,79.03
2017-06-17T21:27:03.000Z,79.25
2017-06-17T21:28:03.000Z,79.03
2017-06-17T21:29:03.000Z,79.03
2017-06-17T21:30:03.000Z,79.03
2017-06-17T21:31:03.000Z,78.91
2017-06-17T21:32:03.000Z,78.91
2017-06-17T21:33:03.000Z,79.03
2017-06-17T21:34:03.000Z,79.03
2017-06-17T21:35:03.000Z,79.14
2017-06-17T21:36:03.000Z,79.93
2017-06-17T21:37:03.000Z,80.49
2017-06-17T21:38:02.000Z,80.82
2017-06-17T21:39:03.000Z,81.16
2017-06-17T21:40:02.000Z,81.28
2017-06-17T21:41:03.000Z,81.28
2017-06-17T21:42:02.000Z,81.39
2017-06-17T21:43:03.000Z,81.39
2017-06-17T21:44:02.000Z,81.5
2017-06-17T21:45:02.000Z,81.5
2017-06-17T21:46:02.000Z,81.5
2017-06-17T21:47:02.000Z,81.61
2017-06-17T21:48:02.000Z,81.61
2017-06-17T21:49:02.000Z,81.61
2017-06-17T21:50:02.000Z,81.61
2017-06-17T21:51:02.000Z,81.61
2017-06-17T21:52:02.000Z,81.61
2017-06-17T21:53:02.000Z,81.61
2017-06-17T21:54:02.000Z,81.61
2017-06-17T21:55:02.000Z,81.61
2017-06-17T21:56:02.000Z,81.5
2017-06-17T21:57:02.000Z,81.61
2017-06-17T21:58:02.000Z,81.61
2017-06-17T21:59:02.000Z,81.61
2017-06-17T22:00:02.000Z,81.61
2017-06-17T22:01:02.000Z,81.61
2017-06-17T22:02:02.000Z,81.72
2017-06-17T22:03:02.000Z,81.61
2017-06-17T22:04:02.000Z,81.61
2017-06-17T22:05:02.000Z,81.5
2017-06-17T22:06:02.000Z,81.5
2017-06-17T22:07:02.000Z,81.61
2017-06-17T22:08:02.000Z,81.61
2017-06-17T22:09:02.000Z,81.61
2017-06-17T22:10:02.000Z,81.61
2017-06-17T22:11:02.000Z,81.61
2017-06-17T22:12:02.000Z,81.5
2017-06-17T22:13:02.000Z,81.5
2017-06-17T22:14:02.000Z,81.5
2017-06-17T22:15:02.000Z,81.39
2017-06-17T22:16:02.000Z,81.39
2017-06-17T22:17:02.000Z,81.5
2017-06-17T22:18:02.000Z,81.39
2017-06-17T22:19:02.000Z,81.39
2017-06-17T22:20:02.000Z,81.39
2017-06-17T22:21:02.000Z,81.28
2017-06-17T22:22:02.000Z,81.28
2017-06-17T22:23:02.000Z,81.28
2017-06-17T22:24:02.000Z,81.28
2017-06-17T22:25:02.000Z,81.28
2017-06-17T22:26:02.000Z,81.16
2017-06-17T22:27:02.000Z,81.28
2017-06-17T22:28:02.000Z,81.5
2017-06-17T22:29:02.000Z,81.28
2017-06-17T22:30:02.000Z,81.28
2017-06-17T22:31:02.000Z,81.28
