1970-01-01T00:00:00.000Z,0
1970-01-01T00:00:01.000Z,1
1970-01-01T00:00:02.000Z,2
1970-01-01T00:00:03.000Z,0
1970-01-01T00:00:04.000Z,1
1970-01-01T00:00:05.000Z,2
1970-01-01T00:00:06.000Z,0
1970-01-01T00:00:07.000Z,1
1970-01-01T00:00:08.000Z,2
1970-01-01T00:00:09.000Z,0
1970-01-01T00:00:20.000Z,2
1970-01-01T00:00:21.000Z,0
1970-01-01T00:00:22.000Z,1
1970-01-01T00:00:23.000Z,2
1970-01-01T00:00:24.000Z,0
1970-01-01T00:00:25.000Z,1
1970-01-01T00:00:26.000Z,2
1970-01-01T00:00:27.000Z,0
1970-01-01T00:00:28.000Z,1
1970-01-01T00:00:29.000Z,2
1970-01-01T00:00:30.000Z,0
1970-01-01T00:00:31.000Z,1
1970-01-01T00:00:32.000Z,2
1970-01-01T00:00:33.000Z,0
1970-01-01T00:00:34.000Z,1
1970-01-01T00:00:35.000Z,2
1970-01-01T00:00:36.000Z,0
1970-01-01T00:00:37.000Z,1
1970-01-01T00:00:38.000Z,2
1970-01-01T00:00:39.000Z,0
1970-01-01T00:00:40.000Z,1
1970-01-01T00:00:41.000Z,2
1970-01-01T00:00:42.000Z,0
1970-01-01T00:00:43.000Z,1
1970-01-01T00:00:44.000Z,2
1970-01-01T00:00:45.000Z,0
1970-01-01T00:00:46.000Z,1
1970-01-01T00:00:47.000Z,2
1970-01-01T00:00:48.000Z,0
1970-01-01T00:00:49.000Z,1
1970-01-01T00:00:50.000Z,2
1970-01-01T00:00:51.000Z,0
1970-01-01T00:00:52.000Z,1
1970-01-01T00:00:53.000Z,2
1970-01-01T00:00:54.000Z,0
1970-01-01T00:00:55.000Z,1
1970-01-01T00:00:56.000Z,2
1970-01-01T00:00:57.000Z,0
1970-01-01T00:00:58.000Z,1
1970-01-01T00:00:59.000Z,2
